city_town,election_date,office,candidate,precinct,votes,max_votes,total_ballots,write_ins,blank_votes,total_votes
Watertown,2025-11-04,CITY COUNCIL PRESIDENT,Mark S. Sideris,1,199,1,255,6,50,249
Watertown,2025-11-04,CITY COUNCIL PRESIDENT,Mark S. Sideris,10,250,1,318,3,65,315
Watertown,2025-11-04,CITY COUNCIL PRESIDENT,Mark S. Sideris,11,410,1,498,16,72,482
Watertown,2025-11-04,CITY COUNCIL PRESIDENT,Mark S. Sideris,12,307,1,355,3,45,352
Watertown,2025-11-04,CITY COUNCIL PRESIDENT,Mark S. Sideris,2,329,1,401,5,67,396
Watertown,2025-11-04,CITY COUNCIL PRESIDENT,Mark S. Sideris,3,365,1,450,4,81,446
Watertown,2025-11-04,CITY COUNCIL PRESIDENT,Mark S. Sideris,4,524,1,622,4,94,618
Watertown,2025-11-04,CITY COUNCIL PRESIDENT,Mark S. Sideris,5,275,1,346,4,67,342
Watertown,2025-11-04,CITY COUNCIL PRESIDENT,Mark S. Sideris,6,298,1,343,7,38,336
Watertown,2025-11-04,CITY COUNCIL PRESIDENT,Mark S. Sideris,7,447,1,549,11,91,538
Watertown,2025-11-04,CITY COUNCIL PRESIDENT,Mark S. Sideris,8,493,1,602,10,99,592
Watertown,2025-11-04,CITY COUNCIL PRESIDENT,Mark S. Sideris,9,281,1,346,5,60,341
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Anthony Palomba,1,162,4,255,0,288,1020
Watertown,2025-11-04,COUNCILOR-AT-LARGE,John G. Gannon,1,156,4,255,0,288,1020
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Theophilus Offei,1,161,4,255,0,288,1020
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Thomas J. Tracy,1,99,4,255,0,288,1020
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Caroline J. Bays,1,154,4,255,0,288,1020
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Anthony Palomba,10,176,4,318,3,384,1269
Watertown,2025-11-04,COUNCILOR-AT-LARGE,John G. Gannon,10,218,4,318,3,384,1269
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Theophilus Offei,10,173,4,318,3,384,1269
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Thomas J. Tracy,10,163,4,318,3,384,1269
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Caroline J. Bays,10,155,4,318,3,384,1269
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Anthony Palomba,11,294,4,498,4,572,1988
Watertown,2025-11-04,COUNCILOR-AT-LARGE,John G. Gannon,11,343,4,498,4,572,1988
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Theophilus Offei,11,240,4,498,4,572,1988
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Thomas J. Tracy,11,274,4,498,4,572,1988
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Caroline J. Bays,11,265,4,498,4,572,1988
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Anthony Palomba,12,229,4,355,0,371,1420
Watertown,2025-11-04,COUNCILOR-AT-LARGE,John G. Gannon,12,260,4,355,0,371,1420
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Theophilus Offei,12,169,4,355,0,371,1420
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Thomas J. Tracy,12,196,4,355,0,371,1420
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Caroline J. Bays,12,195,4,355,0,371,1420
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Anthony Palomba,2,293,4,401,4,394,1600
Watertown,2025-11-04,COUNCILOR-AT-LARGE,John G. Gannon,2,245,4,401,4,394,1600
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Theophilus Offei,2,275,4,401,4,394,1600
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Thomas J. Tracy,2,137,4,401,4,394,1600
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Caroline J. Bays,2,256,4,401,4,394,1600
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Anthony Palomba,3,321,4,450,2,412,1798
Watertown,2025-11-04,COUNCILOR-AT-LARGE,John G. Gannon,3,294,4,450,2,412,1798
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Theophilus Offei,3,316,4,450,2,412,1798
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Thomas J. Tracy,3,145,4,450,2,412,1798
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Caroline J. Bays,3,310,4,450,2,412,1798
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Anthony Palomba,4,433,4,622,2,581,2486
Watertown,2025-11-04,COUNCILOR-AT-LARGE,John G. Gannon,4,409,4,622,2,581,2486
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Theophilus Offei,4,386,4,622,2,581,2486
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Thomas J. Tracy,4,268,4,622,2,581,2486
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Caroline J. Bays,4,409,4,622,2,581,2486
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Anthony Palomba,5,224,4,346,4,346,1380
Watertown,2025-11-04,COUNCILOR-AT-LARGE,John G. Gannon,5,231,4,346,4,346,1380
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Theophilus Offei,5,239,4,346,4,346,1380
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Thomas J. Tracy,5,134,4,346,4,346,1380
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Caroline J. Bays,5,206,4,346,4,346,1380
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Anthony Palomba,6,250,4,343,4,319,1368
Watertown,2025-11-04,COUNCILOR-AT-LARGE,John G. Gannon,6,246,4,343,4,319,1368
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Theophilus Offei,6,201,4,343,4,319,1368
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Thomas J. Tracy,6,140,4,343,4,319,1368
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Caroline J. Bays,6,212,4,343,4,319,1368
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Anthony Palomba,7,356,4,549,2,611,2194
Watertown,2025-11-04,COUNCILOR-AT-LARGE,John G. Gannon,7,353,4,549,2,611,2194
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Theophilus Offei,7,304,4,549,2,611,2194
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Thomas J. Tracy,7,248,4,549,2,611,2194
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Caroline J. Bays,7,322,4,549,2,611,2194
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Anthony Palomba,8,421,4,602,2,606,2406
Watertown,2025-11-04,COUNCILOR-AT-LARGE,John G. Gannon,8,424,4,602,2,606,2406
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Theophilus Offei,8,319,4,602,2,606,2406
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Thomas J. Tracy,8,278,4,602,2,606,2406
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Caroline J. Bays,8,358,4,602,2,606,2406
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Anthony Palomba,9,230,4,346,2,359,1382
Watertown,2025-11-04,COUNCILOR-AT-LARGE,John G. Gannon,9,239,4,346,2,359,1382
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Theophilus Offei,9,216,4,346,2,359,1382
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Thomas J. Tracy,9,150,4,346,2,359,1382
Watertown,2025-11-04,COUNCILOR-AT-LARGE,Caroline J. Bays,9,188,4,346,2,359,1382
Watertown,2025-11-04,DISTRICT A COUNCILOR,Nicole N. Gardner,1,208,1,255,3,44,252
Watertown,2025-11-04,DISTRICT A COUNCILOR,Nicole N. Gardner,2,346,1,401,4,51,397
Watertown,2025-11-04,DISTRICT A COUNCILOR,Nicole N. Gardner,3,380,1,450,2,68,448
Watertown,2025-11-04,DISTRICT B COUNCILOR,Lisa J. Feltner,4,462,1,622,9,151,613
Watertown,2025-11-04,DISTRICT B COUNCILOR,Lisa J. Feltner,5,264,1,346,12,70,334
Watertown,2025-11-04,DISTRICT B COUNCILOR,Lisa J. Feltner,6,286,1,343,3,54,340
Watertown,2025-11-04,DISTRICT C COUNCILOR,Vincent J. Piccirilli Jr,7,412,1,549,4,54,545
Watertown,2025-11-04,DISTRICT C COUNCILOR,Andres E. Guzman,7,79,1,549,4,54,545
Watertown,2025-11-04,DISTRICT C COUNCILOR,Vincent J. Piccirilli Jr,8,416,1,602,1,62,601
Watertown,2025-11-04,DISTRICT C COUNCILOR,Andres E. Guzman,8,123,1,602,1,62,601
Watertown,2025-11-04,DISTRICT C COUNCILOR,Vincent J. Piccirilli Jr,9,214,1,346,1,26,345
Watertown,2025-11-04,DISTRICT C COUNCILOR,Andres E. Guzman,9,105,1,346,1,26,345
Watertown,2025-11-04,DISTRICT D COUNCILOR,Emily C. Izzo,10,257,1,318,4,57,314
Watertown,2025-11-04,DISTRICT D COUNCILOR,Emily C. Izzo,11,398,1,498,8,92,490
Watertown,2025-11-04,DISTRICT D COUNCILOR,Emily C. Izzo,12,279,1,355,2,74,353
Watertown,2025-11-04,LIBRARY TRUSTEES,Pia L. Owens,1,169,3,255,0,230,765
Watertown,2025-11-04,LIBRARY TRUSTEES,Xin Peng,1,139,3,255,0,230,765
Watertown,2025-11-04,LIBRARY TRUSTEES,Leanne Hammonds,1,158,3,255,0,230,765
Watertown,2025-11-04,LIBRARY TRUSTEES,Fowler M.S. Brown Jr,1,69,3,255,0,230,765
Watertown,2025-11-04,LIBRARY TRUSTEES,Pia L. Owens,10,169,3,318,2,316,952
Watertown,2025-11-04,LIBRARY TRUSTEES,Xin Peng,10,171,3,318,2,316,952
Watertown,2025-11-04,LIBRARY TRUSTEES,Leanne Hammonds,10,210,3,318,2,316,952
Watertown,2025-11-04,LIBRARY TRUSTEES,Fowler M.S. Brown Jr,10,86,3,318,2,316,952
Watertown,2025-11-04,LIBRARY TRUSTEES,Pia L. Owens,11,267,3,498,4,474,1490
Watertown,2025-11-04,LIBRARY TRUSTEES,Xin Peng,11,255,3,498,4,474,1490
Watertown,2025-11-04,LIBRARY TRUSTEES,Leanne Hammonds,11,349,3,498,4,474,1490
Watertown,2025-11-04,LIBRARY TRUSTEES,Fowler M.S. Brown Jr,11,145,3,498,4,474,1490
Watertown,2025-11-04,LIBRARY TRUSTEES,Pia L. Owens,12,193,3,355,2,338,1063
Watertown,2025-11-04,LIBRARY TRUSTEES,Xin Peng,12,187,3,355,2,338,1063
Watertown,2025-11-04,LIBRARY TRUSTEES,Leanne Hammonds,12,246,3,355,2,338,1063
Watertown,2025-11-04,LIBRARY TRUSTEES,Fowler M.S. Brown Jr,12,99,3,355,2,338,1063
Watertown,2025-11-04,LIBRARY TRUSTEES,Pia L. Owens,2,266,3,401,3,304,1200
Watertown,2025-11-04,LIBRARY TRUSTEES,Xin Peng,2,234,3,401,3,304,1200
Watertown,2025-11-04,LIBRARY TRUSTEES,Leanne Hammonds,2,284,3,401,3,304,1200
Watertown,2025-11-04,LIBRARY TRUSTEES,Fowler M.S. Brown Jr,2,112,3,401,3,304,1200
Watertown,2025-11-04,LIBRARY TRUSTEES,Pia L. Owens,3,322,3,450,6,334,1344
Watertown,2025-11-04,LIBRARY TRUSTEES,Xin Peng,3,290,3,450,6,334,1344
Watertown,2025-11-04,LIBRARY TRUSTEES,Leanne Hammonds,3,307,3,450,6,334,1344
Watertown,2025-11-04,LIBRARY TRUSTEES,Fowler M.S. Brown Jr,3,91,3,450,6,334,1344
Watertown,2025-11-04,LIBRARY TRUSTEES,Pia L. Owens,4,412,3,622,1,505,1865
Watertown,2025-11-04,LIBRARY TRUSTEES,Xin Peng,4,361,3,622,1,505,1865
Watertown,2025-11-04,LIBRARY TRUSTEES,Leanne Hammonds,4,445,3,622,1,505,1865
Watertown,2025-11-04,LIBRARY TRUSTEES,Fowler M.S. Brown Jr,4,142,3,622,1,505,1865
Watertown,2025-11-04,LIBRARY TRUSTEES,Pia L. Owens,5,212,3,346,3,292,1035
Watertown,2025-11-04,LIBRARY TRUSTEES,Xin Peng,5,192,3,346,3,292,1035
Watertown,2025-11-04,LIBRARY TRUSTEES,Leanne Hammonds,5,239,3,346,3,292,1035
Watertown,2025-11-04,LIBRARY TRUSTEES,Fowler M.S. Brown Jr,5,100,3,346,3,292,1035
Watertown,2025-11-04,LIBRARY TRUSTEES,Pia L. Owens,6,201,3,343,5,273,1024
Watertown,2025-11-04,LIBRARY TRUSTEES,Xin Peng,6,203,3,343,5,273,1024
Watertown,2025-11-04,LIBRARY TRUSTEES,Leanne Hammonds,6,256,3,343,5,273,1024
Watertown,2025-11-04,LIBRARY TRUSTEES,Fowler M.S. Brown Jr,6,91,3,343,5,273,1024
Watertown,2025-11-04,LIBRARY TRUSTEES,Pia L. Owens,7,321,3,549,10,546,1637
Watertown,2025-11-04,LIBRARY TRUSTEES,Xin Peng,7,285,3,549,10,546,1637
Watertown,2025-11-04,LIBRARY TRUSTEES,Leanne Hammonds,7,383,3,549,10,546,1637
Watertown,2025-11-04,LIBRARY TRUSTEES,Fowler M.S. Brown Jr,7,102,3,549,10,546,1637
Watertown,2025-11-04,LIBRARY TRUSTEES,Pia L. Owens,8,341,3,602,1,517,1805
Watertown,2025-11-04,LIBRARY TRUSTEES,Xin Peng,8,365,3,602,1,517,1805
Watertown,2025-11-04,LIBRARY TRUSTEES,Leanne Hammonds,8,429,3,602,1,517,1805
Watertown,2025-11-04,LIBRARY TRUSTEES,Fowler M.S. Brown Jr,8,153,3,602,1,517,1805
Watertown,2025-11-04,LIBRARY TRUSTEES,Pia L. Owens,9,231,3,346,2,255,1036
Watertown,2025-11-04,LIBRARY TRUSTEES,Xin Peng,9,212,3,346,2,255,1036
Watertown,2025-11-04,LIBRARY TRUSTEES,Leanne Hammonds,9,241,3,346,2,255,1036
Watertown,2025-11-04,LIBRARY TRUSTEES,Fowler M.S. Brown Jr,9,97,3,346,2,255,1036
Watertown,2025-11-04,SCHOOL COMMITTEE,Sheila Krishnan,1,165,3,255,0,181,765
Watertown,2025-11-04,SCHOOL COMMITTEE,David M. Stokes,1,73,3,255,0,181,765
Watertown,2025-11-04,SCHOOL COMMITTEE,Jessica D. Middlebrook,1,153,3,255,0,181,765
Watertown,2025-11-04,SCHOOL COMMITTEE,Amy B. Donohue,1,137,3,255,0,181,765
Watertown,2025-11-04,SCHOOL COMMITTEE,Joseph C. Ganno,1,56,3,255,0,181,765
Watertown,2025-11-04,SCHOOL COMMITTEE,Sheila Krishnan,10,146,3,318,1,230,953
Watertown,2025-11-04,SCHOOL COMMITTEE,David M. Stokes,10,99,3,318,1,230,953
Watertown,2025-11-04,SCHOOL COMMITTEE,Jessica D. Middlebrook,10,177,3,318,1,230,953
Watertown,2025-11-04,SCHOOL COMMITTEE,Amy B. Donohue,10,186,3,318,1,230,953
Watertown,2025-11-04,SCHOOL COMMITTEE,Joseph C. Ganno,10,115,3,318,1,230,953
Watertown,2025-11-04,SCHOOL COMMITTEE,Sheila Krishnan,11,236,3,498,1,345,1493
Watertown,2025-11-04,SCHOOL COMMITTEE,David M. Stokes,11,169,3,498,1,345,1493
Watertown,2025-11-04,SCHOOL COMMITTEE,Jessica D. Middlebrook,11,277,3,498,1,345,1493
Watertown,2025-11-04,SCHOOL COMMITTEE,Amy B. Donohue,11,295,3,498,1,345,1493
Watertown,2025-11-04,SCHOOL COMMITTEE,Joseph C. Ganno,11,171,3,498,1,345,1493
Watertown,2025-11-04,SCHOOL COMMITTEE,Sheila Krishnan,12,190,3,355,0,196,1065
Watertown,2025-11-04,SCHOOL COMMITTEE,David M. Stokes,12,99,3,355,0,196,1065
Watertown,2025-11-04,SCHOOL COMMITTEE,Jessica D. Middlebrook,12,219,3,355,0,196,1065
Watertown,2025-11-04,SCHOOL COMMITTEE,Amy B. Donohue,12,222,3,355,0,196,1065
Watertown,2025-11-04,SCHOOL COMMITTEE,Joseph C. Ganno,12,139,3,355,0,196,1065
Watertown,2025-11-04,SCHOOL COMMITTEE,Sheila Krishnan,2,263,3,401,2,210,1201
Watertown,2025-11-04,SCHOOL COMMITTEE,David M. Stokes,2,130,3,401,2,210,1201
Watertown,2025-11-04,SCHOOL COMMITTEE,Jessica D. Middlebrook,2,269,3,401,2,210,1201
Watertown,2025-11-04,SCHOOL COMMITTEE,Amy B. Donohue,2,231,3,401,2,210,1201
Watertown,2025-11-04,SCHOOL COMMITTEE,Joseph C. Ganno,2,98,3,401,2,210,1201
Watertown,2025-11-04,SCHOOL COMMITTEE,Sheila Krishnan,3,289,3,450,1,254,1349
Watertown,2025-11-04,SCHOOL COMMITTEE,David M. Stokes,3,131,3,450,1,254,1349
Watertown,2025-11-04,SCHOOL COMMITTEE,Jessica D. Middlebrook,3,309,3,450,1,254,1349
Watertown,2025-11-04,SCHOOL COMMITTEE,Amy B. Donohue,3,250,3,450,1,254,1349
Watertown,2025-11-04,SCHOOL COMMITTEE,Joseph C. Ganno,3,116,3,450,1,254,1349
Watertown,2025-11-04,SCHOOL COMMITTEE,Sheila Krishnan,4,361,3,622,1,343,1865
Watertown,2025-11-04,SCHOOL COMMITTEE,David M. Stokes,4,183,3,622,1,343,1865
Watertown,2025-11-04,SCHOOL COMMITTEE,Jessica D. Middlebrook,4,406,3,622,1,343,1865
Watertown,2025-11-04,SCHOOL COMMITTEE,Amy B. Donohue,4,356,3,622,1,343,1865
Watertown,2025-11-04,SCHOOL COMMITTEE,Joseph C. Ganno,4,216,3,622,1,343,1865
Watertown,2025-11-04,SCHOOL COMMITTEE,Sheila Krishnan,5,210,3,346,3,230,1035
Watertown,2025-11-04,SCHOOL COMMITTEE,David M. Stokes,5,108,3,346,3,230,1035
Watertown,2025-11-04,SCHOOL COMMITTEE,Jessica D. Middlebrook,5,215,3,346,3,230,1035
Watertown,2025-11-04,SCHOOL COMMITTEE,Amy B. Donohue,5,173,3,346,3,230,1035
Watertown,2025-11-04,SCHOOL COMMITTEE,Joseph C. Ganno,5,99,3,346,3,230,1035
Watertown,2025-11-04,SCHOOL COMMITTEE,Sheila Krishnan,6,203,3,343,0,198,1029
Watertown,2025-11-04,SCHOOL COMMITTEE,David M. Stokes,6,74,3,343,0,198,1029
Watertown,2025-11-04,SCHOOL COMMITTEE,Jessica D. Middlebrook,6,234,3,343,0,198,1029
Watertown,2025-11-04,SCHOOL COMMITTEE,Amy B. Donohue,6,197,3,343,0,198,1029
Watertown,2025-11-04,SCHOOL COMMITTEE,Joseph C. Ganno,6,123,3,343,0,198,1029
Watertown,2025-11-04,SCHOOL COMMITTEE,Sheila Krishnan,7,322,3,549,3,369,1644
Watertown,2025-11-04,SCHOOL COMMITTEE,David M. Stokes,7,125,3,549,3,369,1644
Watertown,2025-11-04,SCHOOL COMMITTEE,Jessica D. Middlebrook,7,328,3,549,3,369,1644
Watertown,2025-11-04,SCHOOL COMMITTEE,Amy B. Donohue,7,331,3,549,3,369,1644
Watertown,2025-11-04,SCHOOL COMMITTEE,Joseph C. Ganno,7,169,3,549,3,369,1644
Watertown,2025-11-04,SCHOOL COMMITTEE,Sheila Krishnan,8,368,3,602,2,364,1804
Watertown,2025-11-04,SCHOOL COMMITTEE,David M. Stokes,8,175,3,602,2,364,1804
Watertown,2025-11-04,SCHOOL COMMITTEE,Jessica D. Middlebrook,8,370,3,602,2,364,1804
Watertown,2025-11-04,SCHOOL COMMITTEE,Amy B. Donohue,8,353,3,602,2,364,1804
Watertown,2025-11-04,SCHOOL COMMITTEE,Joseph C. Ganno,8,174,3,602,2,364,1804
Watertown,2025-11-04,SCHOOL COMMITTEE,Sheila Krishnan,9,238,3,346,2,214,1036
Watertown,2025-11-04,SCHOOL COMMITTEE,David M. Stokes,9,99,3,346,2,214,1036
Watertown,2025-11-04,SCHOOL COMMITTEE,Jessica D. Middlebrook,9,206,3,346,2,214,1036
Watertown,2025-11-04,SCHOOL COMMITTEE,Amy B. Donohue,9,185,3,346,2,214,1036
Watertown,2025-11-04,SCHOOL COMMITTEE,Joseph C. Ganno,9,94,3,346,2,214,1036
Watertown,2023-11-07,CITY COUNCIL PRESIDENT,Mark S. Sideris,1,148,1,212,0,9,212
Watertown,2023-11-07,CITY COUNCIL PRESIDENT,Clyde L. Younger,1,55,1,212,0,9,212
Watertown,2023-11-07,CITY COUNCIL PRESIDENT,Mark S. Sideris,10,166,1,267,0,5,267
Watertown,2023-11-07,CITY COUNCIL PRESIDENT,Clyde L. Younger,10,96,1,267,0,5,267
Watertown,2023-11-07,CITY COUNCIL PRESIDENT,Mark S. Sideris,11,258,1,382,0,17,382
Watertown,2023-11-07,CITY COUNCIL PRESIDENT,Clyde L. Younger,11,107,1,382,0,17,382
Watertown,2023-11-07,CITY COUNCIL PRESIDENT,Mark S. Sideris,12,191,1,278,0,9,278
Watertown,2023-11-07,CITY COUNCIL PRESIDENT,Clyde L. Younger,12,78,1,278,0,9,278
Watertown,2023-11-07,CITY COUNCIL PRESIDENT,Mark S. Sideris,2,196,1,289,0,22,289
Watertown,2023-11-07,CITY COUNCIL PRESIDENT,Clyde L. Younger,2,71,1,289,0,22,289
Watertown,2023-11-07,CITY COUNCIL PRESIDENT,Mark S. Sideris,3,241,1,339,0,26,339
Watertown,2023-11-07,CITY COUNCIL PRESIDENT,Clyde L. Younger,3,72,1,339,0,26,339
